1984,1212
1985,1395
1986,1454
2001,1727
2002,1727
2003,1785
2004,1764
2005,1751
2006,1737
2007,1675
2008,1688
2009,1702
2010,1657
2011,1666
2012,1662
2013,1667
2014,1672
2015,1672
